LAUS Code,State FIPS,County FIPS,County Name/State Abbreviation,Period,Force,Employed,Unemployed,rate
CN4700300000000,47,003,"Bedford County, TN",Oct-19,"21,274     ","20,506     ",768     ,3.6
CN4700500000000,47,005,"Benton County, TN",Oct-19,"6,993     ","6,677     ",316     ,4.5
CN4700700000000,47,007,"Bledsoe County, TN",Oct-19,"4,456     ","4,242     ",214     ,4.8
CN4700900000000,47,009,"Blount County, TN",Oct-19,"64,663     ","62,702     ","1,961     ",3.0
CN4701100000000,47,011,"Bradley County, TN",Oct-19,"53,609     ","51,938     ","1,671     ",3.1
CN4701300000000,47,013,"Campbell County, TN",Oct-19,"15,097     ","14,438     ",659     ,4.4
CN4701500000000,47,015,"Cannon County, TN",Oct-19,"6,775     ","6,576     ",199     ,2.9
CN4701700000000,47,017,"Carroll County, TN",Oct-19,"12,191     ","11,650     ",541     ,4.4
CN4701900000000,47,019,"Carter County, TN",Oct-19,"24,305     ","23,432     ",873     ,3.6
CN4702100000000,47,021,"Cheatham County, TN",Oct-19,"22,458     ","21,926     ",532     ,2.4
CN4702300000000,47,023,"Chester County, TN",Oct-19,"8,660     ","8,379     ",281     ,3.2
CN4702500000000,47,025,"Claiborne County, TN",Oct-19,"13,242     ","12,741     ",501     ,3.8
CN4702700000000,47,027,"Clay County, TN",Oct-19,"2,816     ","2,670     ",146     ,5.2
CN4702900000000,47,029,"Cocke County, TN",Oct-19,"15,085     ","14,497     ",588     ,3.9
CN4703100000000,47,031,"Coffee County, TN",Oct-19,"25,780     ","24,989     ",791     ,3.1
CN4703300000000,47,033,"Crockett County, TN",Oct-19,"7,109     ","6,883     ",226     ,3.2
CN4703500000000,47,035,"Cumberland County, TN",Oct-19,"23,891     ","22,993     ",898     ,3.8
CN4703700000000,47,037,"Davidson County, TN",Oct-19,"414,469     ","404,807     ","9,662     ",2.3
CN4703900000000,47,039,"Decatur County, TN",Oct-19,"4,701     ","4,402     ",299     ,6.4
CN4704100000000,47,041,"DeKalb County, TN",Oct-19,"7,928     ","7,515     ",413     ,5.2
CN4704300000000,47,043,"Dickson County, TN",Oct-19,"27,718     ","26,958     ",760     ,2.7
CN4704500000000,47,045,"Dyer County, TN",Oct-19,"16,636     ","15,878     ",758     ,4.6
CN4704700000000,47,047,"Fayette County, TN",Oct-19,"19,487     ","18,770     ",717     ,3.7
CN4704900000000,47,049,"Fentress County, TN",Oct-19,"7,637     ","7,339     ",298     ,3.9
CN4705100000000,47,051,"Franklin County, TN",Oct-19,"20,604     ","19,939     ",665     ,3.2
CN4705300000000,47,053,"Gibson County, TN",Oct-19,"22,410     ","21,495     ",915     ,4.1
CN4705500000000,47,055,"Giles County, TN",Oct-19,"15,272     ","14,600     ",672     ,4.4
CN4705700000000,47,057,"Grainger County, TN",Oct-19,"9,675     ","9,334     ",341     ,3.5
CN4705900000000,47,059,"Greene County, TN",Oct-19,"29,893     ","28,550     ","1,343     ",4.5
CN4706100000000,47,061,"Grundy County, TN",Oct-19,"5,100     ","4,888     ",212     ,4.2
CN4706300000000,47,063,"Hamblen County, TN",Oct-19,"28,564     ","27,509     ","1,055     ",3.7
CN4706500000000,47,065,"Hamilton County, TN",Oct-19,"185,845     ","180,168     ","5,677     ",3.1
CN4706700000000,47,067,"Hancock County, TN",Oct-19,"2,149     ","2,033     ",116     ,5.4
CN4706900000000,47,069,"Hardeman County, TN",Oct-19,"9,635     ","9,148     ",487     ,5.1
CN4707100000000,47,071,"Hardin County, TN",Oct-19,"10,572     ","10,155     ",417     ,3.9
CN4707300000000,47,073,"Hawkins County, TN",Oct-19,"24,049     ","23,025     ","1,024     ",4.3
CN4707500000000,47,075,"Haywood County, TN",Oct-19,"7,818     ","7,477     ",341     ,4.4
CN4707700000000,47,077,"Henderson County, TN",Oct-19,"12,510     ","11,893     ",617     ,4.9
CN4707900000000,47,079,"Henry County, TN",Oct-19,"14,306     ","13,760     ",546     ,3.8
CN4708100000000,47,081,"Hickman County, TN",Oct-19,"11,794     ","11,414     ",380     ,3.2
CN4708300000000,47,083,"Houston County, TN",Oct-19,"3,329     ","3,197     ",132     ,4.0
CN4708500000000,47,085,"Humphreys County, TN",Oct-19,"9,049     ","8,743     ",306     ,3.4
CN4708700000000,47,087,"Jackson County, TN",Oct-19,"4,723     ","4,538     ",185     ,3.9
CN4708900000000,47,089,"Jefferson County, TN",Oct-19,"24,903     ","24,076     ",827     ,3.3
CN4709100000000,47,091,"Johnson County, TN",Oct-19,"7,812     ","7,575     ",237     ,3.0
CN4709300000000,47,093,"Knox County, TN",Oct-19,"247,970     ","241,347     ","6,623     ",2.7
CN4709500000000,47,095,"Lake County, TN",Oct-19,"1,774     ","1,690     ",84     ,4.7
CN4709700000000,47,097,"Lauderdale County, TN",Oct-19,"9,858     ","9,355     ",503     ,5.1
CN4709900000000,47,099,"Lawrence County, TN",Oct-19,"19,814     ","18,916     ",898     ,4.5
CN4710100000000,47,101,"Lewis County, TN",Oct-19,"5,434     ","5,118     ",316     ,5.8
CN4710300000000,47,103,"Lincoln County, TN",Oct-19,"16,763     ","16,048     ",715     ,4.3
CN4710500000000,47,105,"Loudon County, TN",Oct-19,"23,895     ","23,161     ",734     ,3.1
CN4710700000000,47,107,"McMinn County, TN",Oct-19,"23,955     ","23,138     ",817     ,3.4
CN4710900000000,47,109,"McNairy County, TN",Oct-19,"8,642     ","8,246     ",396     ,4.6
CN4711100000000,47,111,"Macon County, TN",Oct-19,"11,645     ","11,285     ",360     ,3.1
CN4711300000000,47,113,"Madison County, TN",Oct-19,"49,572     ","47,852     ","1,720     ",3.5
CN4711500000000,47,115,"Marion County, TN",Oct-19,"12,632     ","12,115     ",517     ,4.1
CN4711700000000,47,117,"Marshall County, TN",Oct-19,"16,205     ","15,381     ",824     ,5.1
CN4711900000000,47,119,"Maury County, TN",Oct-19,"52,383     ","49,244     ","3,139     ",6.0
CN4712100000000,47,121,"Meigs County, TN",Oct-19,"5,263     ","5,058     ",205     ,3.9
CN4712300000000,47,123,"Monroe County, TN",Oct-19,"20,394     ","19,693     ",701     ,3.4
CN4712500000000,47,125,"Montgomery County, TN",Oct-19,"86,761     ","83,648     ","3,113     ",3.6
CN4712700000000,47,127,"Moore County, TN",Oct-19,"3,683     ","3,582     ",101     ,2.7
CN4712900000000,47,129,"Morgan County, TN",Oct-19,"7,989     ","7,711     ",278     ,3.5
CN4713100000000,47,131,"Obion County, TN",Oct-19,"12,550     ","12,041     ",509     ,4.1
CN4713300000000,47,133,"Overton County, TN",Oct-19,"10,181     ","9,863     ",318     ,3.1
CN4713500000000,47,135,"Perry County, TN",Oct-19,"3,112     ","2,855     ",257     ,8.3
CN4713700000000,47,137,"Pickett County, TN",Oct-19,"2,419     ","2,323     ",96     ,4.0
CN4713900000000,47,139,"Polk County, TN",Oct-19,"7,727     ","7,463     ",264     ,3.4
CN4714100000000,47,141,"Putnam County, TN",Oct-19,"35,799     ","34,676     ","1,123     ",3.1
CN4714300000000,47,143,"Rhea County, TN",Oct-19,"13,639     ","13,009     ",630     ,4.6
CN4714500000000,47,145,"Roane County, TN",Oct-19,"23,740     ","22,885     ",855     ,3.6
CN4714700000000,47,147,"Robertson County, TN",Oct-19,"39,001     ","37,999     ","1,002     ",2.6
CN4714900000000,47,149,"Rutherford County, TN",Oct-19,"188,770     ","184,280     ","4,490     ",2.4
CN4715100000000,47,151,"Scott County, TN",Oct-19,"8,310     ","7,970     ",340     ,4.1
CN4715300000000,47,153,"Sequatchie County, TN",Oct-19,"6,289     ","6,024     ",265     ,4.2
CN4715500000000,47,155,"Sevier County, TN",Oct-19,"55,286     ","53,966     ","1,320     ",2.4
CN4715700000000,47,157,"Shelby County, TN",Oct-19,"449,513     ","432,775     ","16,738     ",3.7
CN4715900000000,47,159,"Smith County, TN",Oct-19,"9,712     ","9,442     ",270     ,2.8
CN4716100000000,47,161,"Stewart County, TN",Oct-19,"5,578     ","5,366     ",212     ,3.8
CN4716300000000,47,163,"Sullivan County, TN",Oct-19,"70,846     ","68,429     ","2,417     ",3.4
CN4716500000000,47,165,"Sumner County, TN",Oct-19,"105,071     ","102,417     ","2,654     ",2.5
CN4716700000000,47,167,"Tipton County, TN",Oct-19,"28,487     ","27,443     ","1,044     ",3.7
CN4716900000000,47,169,"Trousdale County, TN",Oct-19,"5,562     ","5,413     ",149     ,2.7
CN4717100000000,47,171,"Unicoi County, TN",Oct-19,"7,189     ","6,883     ",306     ,4.3
CN4717300000000,47,173,"Union County, TN",Oct-19,"7,746     ","7,470     ",276     ,3.6
CN4717500000000,47,175,"Van Buren County, TN",Oct-19,"2,091     ","1,999     ",92     ,4.4
CN4717700000000,47,177,"Warren County, TN",Oct-19,"16,935     ","16,166     ",769     ,4.5
CN4717900000000,47,179,"Washington County, TN",Oct-19,"61,176     ","59,239     ","1,937     ",3.2
CN4718100000000,47,181,"Wayne County, TN",Oct-19,"6,310     ","6,015     ",295     ,4.7
CN4718300000000,47,183,"Weakley County, TN",Oct-19,"16,331     ","15,779     ",552     ,3.4
CN4718500000000,47,185,"White County, TN",Oct-19,"12,415     ","11,962     ",453     ,3.6
CN4718700000000,47,187,"Williamson County, TN",Oct-19,"131,871     ","128,851     ","3,020     ",2.3
CN4718900000000,47,189,"Wilson County, TN",Oct-19,"78,690     ","76,680     ","2,010     ",2.6
CN4800100000000,48,001,"Anderson County, TX",Oct-19,"24,135     ","23,470     ",665     ,2.8
CN4800300000000,48,003,"Andrews County, TX",Oct-19,"9,879     ","9,655     ",224     ,2.3
CN4800500000000,48,005,"Angelina County, TX",Oct-19,"36,017     ","34,638     ","1,379     ",3.8
CN4800700000000,48,007,"Aransas County, TX",Oct-19,"9,429     ","9,061     ",368     ,3.9
CN4800900000000,48,009,"Archer County, TX",Oct-19,"4,174     ","4,063     ",111     ,2.7
CN4801100000000,48,011,"Armstrong County, TX",Oct-19,941     ,917     ,24     ,2.6
CN4801300000000,48,013,"Atascosa County, TX",Oct-19,"21,976     ","21,229     ",747     ,3.4
CN4801500000000,48,015,"Austin County, TX",Oct-19,"14,209     ","13,747     ",462     ,3.3
CN4801700000000,48,017,"Bailey County, TX",Oct-19,"2,525     ","2,443     ",82     ,3.2
CN4801900000000,48,019,"Bandera County, TX",Oct-19,"10,191     ","9,864     ",327     ,3.2
CN4802100000000,48,021,"Bastrop County, TX",Oct-19,"43,412     ","42,168     ","1,244     ",2.9
CN4802300000000,48,023,"Baylor County, TX",Oct-19,"1,790     ","1,753     ",37     ,2.1
CN4802500000000,48,025,"Bee County, TX",Oct-19,"9,884     ","9,461     ",423     ,4.3
CN4802700000000,48,027,"Bell County, TX",Oct-19,"145,056     ","139,793     ","5,263     ",3.6
CN4802900000000,48,029,"Bexar County, TX",Oct-19,"961,234     ","932,364     ","28,870     ",3.0
CN4803100000000,48,031,"Blanco County, TX",Oct-19,"6,509     ","6,361     ",148     ,2.3
CN4803300000000,48,033,"Borden County, TX",Oct-19,424     ,415     ,9     ,2.1
CN4803500000000,48,035,"Bosque County, TX",Oct-19,"8,374     ","8,101     ",273     ,3.3
CN4803700000000,48,037,"Bowie County, TX",Oct-19,"40,047     ","38,380     ","1,667     ",4.2
CN4803900000000,48,039,"Brazoria County, TX",Oct-19,"180,965     ","173,595     ","7,370     ",4.1
CN4804100000000,48,041,"Brazos County, TX",Oct-19,"122,689     ","119,539     ","3,150     ",2.6
CN4804300000000,48,043,"Brewster County, TX",Oct-19,"4,182     ","4,070     ",112     ,2.7
CN4804500000000,48,045,"Briscoe County, TX",Oct-19,588     ,568     ,20     ,3.4
CN4804700000000,48,047,"Brooks County, TX",Oct-19,"2,588     ","2,459     ",129     ,5.0
CN4804900000000,48,049,"Brown County, TX",Oct-19,"15,522     ","14,938     ",584     ,3.8
CN4805100000000,48,051,"Burleson County, TX",Oct-19,"8,608     ","8,355     ",253     ,2.9
CN4805300000000,48,053,"Burnet County, TX",Oct-19,"23,604     ","22,983     ",621     ,2.6
CN4805500000000,48,055,"Caldwell County, TX",Oct-19,"19,889     ","19,267     ",622     ,3.1
CN4805700000000,48,057,"Calhoun County, TX",Oct-19,"12,161     ","11,793     ",368     ,3.0
CN4805900000000,48,059,"Callahan County, TX",Oct-19,"6,182     ","6,009     ",173     ,2.8
CN4806100000000,48,061,"Cameron County, TX",Oct-19,"166,663     ","158,120     ","8,543     ",5.1
CN4806300000000,48,063,"Camp County, TX",Oct-19,"5,004     ","4,811     ",193     ,3.9
CN4806500000000,48,065,"Carson County, TX",Oct-19,"3,046     ","2,974     ",72     ,2.4
CN4806700000000,48,067,"Cass County, TX",Oct-19,"12,473     ","11,975     ",498     ,4.0
CN4806900000000,48,069,"Castro County, TX",Oct-19,"3,504     ","3,419     ",85     ,2.4
CN4807100000000,48,071,"Chambers County, TX",Oct-19,"19,577     ","18,766     ",811     ,4.1
CN4807300000000,48,073,"Cherokee County, TX",Oct-19,"20,931     ","20,156     ",775     ,3.7
CN4807500000000,48,075,"Childress County, TX",Oct-19,"2,949     ","2,860     ",89     ,3.0
CN4807700000000,48,077,"Clay County, TX",Oct-19,"4,980     ","4,838     ",142     ,2.9
CN4807900000000,48,079,"Cochran County, TX",Oct-19,"1,149     ","1,115     ",34     ,3.0
CN4808100000000,48,081,"Coke County, TX",Oct-19,"1,483     ","1,436     ",47     ,3.2
CN4808300000000,48,083,"Coleman County, TX",Oct-19,"2,877     ","2,768     ",109     ,3.8
CN4808500000000,48,085,"Collin County, TX",Oct-19,"569,882     ","553,156     ","16,726     ",2.9
CN4808700000000,48,087,"Collingsworth County, TX",Oct-19,"1,192     ","1,154     ",38     ,3.2
CN4808900000000,48,089,"Colorado County, TX",Oct-19,"9,879     ","9,591     ",288     ,2.9
CN4809100000000,48,091,"Comal County, TX",Oct-19,"74,073     ","71,988     ","2,085     ",2.8
CN4809300000000,48,093,"Comanche County, TX",Oct-19,"5,685     ","5,503     ",182     ,3.2
CN4809500000000,48,095,"Concho County, TX",Oct-19,"1,389     ","1,349     ",40     ,2.9
CN4809700000000,48,097,"Cooke County, TX",Oct-19,"19,818     ","19,278     ",540     ,2.7
CN4809900000000,48,099,"Coryell County, TX",Oct-19,"24,308     ","23,413     ",895     ,3.7
CN4810100000000,48,101,"Cottle County, TX",Oct-19,562     ,539     ,23     ,4.1
CN4810300000000,48,103,"Crane County, TX",Oct-19,"1,584     ","1,520     ",64     ,4.0
CN4810500000000,48,105,"Crockett County, TX",Oct-19,"1,625     ","1,568     ",57     ,3.5
CN4810700000000,48,107,"Crosby County, TX",Oct-19,"2,548     ","2,456     ",92     ,3.6
CN4810900000000,48,109,"Culberson County, TX",Oct-19,"1,062     ","1,019     ",43     ,4.0
CN4811100000000,48,111,"Dallam County, TX",Oct-19,"3,946     ","3,872     ",74     ,1.9
CN4811300000000,48,113,"Dallas County, TX",Oct-19,"1,378,578     ","1,333,216     ","45,362     ",3.3
CN4811500000000,48,115,"Dawson County, TX",Oct-19,"4,641     ","4,469     ",172     ,3.7
CN4811700000000,48,117,"Deaf Smith County, TX",Oct-19,"8,662     ","8,446     ",216     ,2.5
CN4811900000000,48,119,"Delta County, TX",Oct-19,"2,466     ","2,382     ",84     ,3.4
CN4812100000000,48,121,"Denton County, TX",Oct-19,"500,290     ","486,234     ","14,056     ",2.8
CN4812300000000,48,123,"DeWitt County, TX",Oct-19,"9,895     ","9,639     ",256     ,2.6
CN4812500000000,48,125,"Dickens County, TX",Oct-19,690     ,660     ,30     ,4.3
CN4812700000000,48,127,"Dimmit County, TX",Oct-19,"7,405     ","7,218     ",187     ,2.5
CN4812900000000,48,129,"Donley County, TX",Oct-19,"1,429     ","1,384     ",45     ,3.1
CN4813100000000,48,131,"Duval County, TX",Oct-19,"4,944     ","4,734     ",210     ,4.2
CN4813300000000,48,133,"Eastland County, TX",Oct-19,"8,202     ","7,939     ",263     ,3.2
CN4813500000000,48,135,"Ector County, TX",Oct-19,"88,389     ","85,963     ","2,426     ",2.7
CN4813700000000,48,137,"Edwards County, TX",Oct-19,"1,151     ","1,130     ",21     ,1.8
CN4813900000000,48,139,"Ellis County, TX",Oct-19,"93,666     ","90,924     ","2,742     ",2.9
CN4814100000000,48,141,"El Paso County, TX",Oct-19,"366,624     ","353,079     ","13,545     ",3.7
CN4814300000000,48,143,"Erath County, TX",Oct-19,"21,346     ","20,674     ",672     ,3.1
CN4814500000000,48,145,"Falls County, TX",Oct-19,"6,619     ","6,413     ",206     ,3.1
CN4814700000000,48,147,"Fannin County, TX",Oct-19,"17,510     ","17,046     ",464     ,2.6
CN4814900000000,48,149,"Fayette County, TX",Oct-19,"12,104     ","11,799     ",305     ,2.5
CN4815100000000,48,151,"Fisher County, TX",Oct-19,"1,650     ","1,606     ",44     ,2.7
CN4815300000000,48,153,"Floyd County, TX",Oct-19,"2,603     ","2,508     ",95     ,3.6
CN4815500000000,48,155,"Foard County, TX",Oct-19,599     ,582     ,17     ,2.8
CN4815700000000,48,157,"Fort Bend County, TX",Oct-19,"394,963     ","381,779     ","13,184     ",3.3
CN4815900000000,48,159,"Franklin County, TX",Oct-19,"4,642     ","4,484     ",158     ,3.4
CN4816100000000,48,161,"Freestone County, TX",Oct-19,"6,424     ","6,119     ",305     ,4.7
CN4816300000000,48,163,"Frio County, TX",Oct-19,"10,467     ","10,213     ",254     ,2.4
CN4816500000000,48,165,"Gaines County, TX",Oct-19,"9,885     ","9,656     ",229     ,2.3
CN4816700000000,48,167,"Galveston County, TX",Oct-19,"166,498     ","160,169     ","6,329     ",3.8
CN4816900000000,48,169,"Garza County, TX",Oct-19,"2,161     ","2,108     ",53     ,2.5
CN4817100000000,48,171,"Gillespie County, TX",Oct-19,"13,491     ","13,189     ",302     ,2.2
CN4817300000000,48,173,"Glasscock County, TX",Oct-19,821     ,805     ,16     ,1.9
CN4817500000000,48,175,"Goliad County, TX",Oct-19,"3,273     ","3,169     ",104     ,3.2
CN4817700000000,48,177,"Gonzales County, TX",Oct-19,"9,715     ","9,462     ",253     ,2.6
CN4817900000000,48,179,"Gray County, TX",Oct-19,"8,072     ","7,806     ",266     ,3.3
CN4818100000000,48,181,"Grayson County, TX",Oct-19,"64,281     ","62,367     ","1,914     ",3.0
CN4818300000000,48,183,"Gregg County, TX",Oct-19,"58,750     ","56,633     ","2,117     ",3.6
CN4818500000000,48,185,"Grimes County, TX",Oct-19,"11,508     ","11,062     ",446     ,3.9
CN4818700000000,48,187,"Guadalupe County, TX",Oct-19,"82,542     ","80,253     ","2,289     ",2.8
CN4818900000000,48,189,"Hale County, TX",Oct-19,"12,173     ","11,676     ",497     ,4.1
CN4819100000000,48,191,"Hall County, TX",Oct-19,"1,074     ","1,031     ",43     ,4.0
CN4819300000000,48,193,"Hamilton County, TX",Oct-19,"3,656     ","3,545     ",111     ,3.0
CN4819500000000,48,195,"Hansford County, TX",Oct-19,"2,797     ","2,736     ",61     ,2.2
CN4819700000000,48,197,"Hardeman County, TX",Oct-19,"1,745     ","1,695     ",50     ,2.9
CN4819900000000,48,199,"Hardin County, TX",Oct-19,"25,441     ","24,384     ","1,057     ",4.2
CN4820100000000,48,201,"Harris County, TX",Oct-19,"2,330,581     ","2,245,695     ","84,886     ",3.6
CN4820300000000,48,203,"Harrison County, TX",Oct-19,"29,830     ","28,654     ","1,176     ",3.9
CN4820500000000,48,205,"Hartley County, TX",Oct-19,"2,830     ","2,785     ",45     ,1.6
CN4820700000000,48,207,"Haskell County, TX",Oct-19,"2,344     ","2,276     ",68     ,2.9
CN4820900000000,48,209,"Hays County, TX",Oct-19,"121,348     ","118,096     ","3,252     ",2.7
CN4821100000000,48,211,"Hemphill County, TX",Oct-19,"1,916     ","1,862     ",54     ,2.8
CN4821300000000,48,213,"Henderson County, TX",Oct-19,"36,681     ","35,455     ","1,226     ",3.3
CN4821500000000,48,215,"Hidalgo County, TX",Oct-19,"354,494     ","334,439     ","20,055     ",5.7
CN4821700000000,48,217,"Hill County, TX",Oct-19,"16,584     ","16,064     ",520     ,3.1
CN4821900000000,48,219,"Hockley County, TX",Oct-19,"11,322     ","11,001     ",321     ,2.8
CN4822100000000,48,221,"Hood County, TX",Oct-19,"27,756     ","26,856     ",900     ,3.2
CN4822300000000,48,223,"Hopkins County, TX",Oct-19,"17,695     ","17,185     ",510     ,2.9
CN4822500000000,48,225,"Houston County, TX",Oct-19,"10,514     ","10,194     ",320     ,3.0
CN4822700000000,48,227,"Howard County, TX",Oct-19,"14,117     ","13,667     ",450     ,3.2
CN4822900000000,48,229,"Hudspeth County, TX",Oct-19,"1,870     ","1,790     ",80     ,4.3
CN4823100000000,48,231,"Hunt County, TX",Oct-19,"43,879     ","42,384     ","1,495     ",3.4
CN4823300000000,48,233,"Hutchinson County, TX",Oct-19,"8,734     ","8,378     ",356     ,4.1
CN4823500000000,48,235,"Irion County, TX",Oct-19,764     ,746     ,18     ,2.4
CN4823700000000,48,237,"Jack County, TX",Oct-19,"3,425     ","3,307     ",118     ,3.4
CN4823900000000,48,239,"Jackson County, TX",Oct-19,"7,681     ","7,464     ",217     ,2.8
CN4824100000000,48,241,"Jasper County, TX",Oct-19,"12,789     ","12,085     ",704     ,5.5
CN4824300000000,48,243,"Jeff Davis County, TX",Oct-19,"1,023     ",995     ,28     ,2.7
CN4824500000000,48,245,"Jefferson County, TX",Oct-19,"107,441     ","101,653     ","5,788     ",5.4
CN4824700000000,48,247,"Jim Hogg County, TX",Oct-19,"1,864     ","1,782     ",82     ,4.4
CN4824900000000,48,249,"Jim Wells County, TX",Oct-19,"16,648     ","15,868     ",780     ,4.7
CN4825100000000,48,251,"Johnson County, TX",Oct-19,"82,930     ","80,343     ","2,587     ",3.1
CN4825300000000,48,253,"Jones County, TX",Oct-19,"5,842     ","5,613     ",229     ,3.9
CN4825500000000,48,255,"Karnes County, TX",Oct-19,"7,351     ","7,173     ",178     ,2.4
CN4825700000000,48,257,"Kaufman County, TX",Oct-19,"65,371     ","63,313     ","2,058     ",3.1
CN4825900000000,48,259,"Kendall County, TX",Oct-19,"22,382     ","21,805     ",577     ,2.6
CN4826100000000,48,261,"Kenedy County, TX",Oct-19,212     ,203     ,9     ,4.2
CN4826300000000,48,263,"Kent County, TX",Oct-19,486     ,475     ,11     ,2.3
CN4826500000000,48,265,"Kerr County, TX",Oct-19,"22,150     ","21,507     ",643     ,2.9
CN4826700000000,48,267,"Kimble County, TX",Oct-19,"1,863     ","1,809     ",54     ,2.9
CN4826900000000,48,269,"King County, TX",Oct-19,245     ,241     ,4     ,1.6
CN4827100000000,48,271,"Kinney County, TX",Oct-19,"1,406     ","1,361     ",45     ,3.2
CN4827300000000,48,273,"Kleberg County, TX",Oct-19,"13,731     ","13,157     ",574     ,4.2
CN4827500000000,48,275,"Knox County, TX",Oct-19,"1,470     ","1,427     ",43     ,2.9
CN4827700000000,48,277,"Lamar County, TX",Oct-19,"24,378     ","23,605     ",773     ,3.2
CN4827900000000,48,279,"Lamb County, TX",Oct-19,"5,392     ","5,192     ",200     ,3.7
CN4828100000000,48,281,"Lampasas County, TX",Oct-19,"9,283     ","8,998     ",285     ,3.1
CN4828300000000,48,283,"La Salle County, TX",Oct-19,"4,332     ","4,221     ",111     ,2.6
CN4828500000000,48,285,"Lavaca County, TX",Oct-19,"8,538     ","8,299     ",239     ,2.8
CN4828700000000,48,287,"Lee County, TX",Oct-19,"10,110     ","9,850     ",260     ,2.6
CN4828900000000,48,289,"Leon County, TX",Oct-19,"6,400     ","6,122     ",278     ,4.3
CN4829100000000,48,291,"Liberty County, TX",Oct-19,"33,286     ","31,715     ","1,571     ",4.7
CN4829300000000,48,293,"Limestone County, TX",Oct-19,"8,649     ","8,331     ",318     ,3.7
CN4829500000000,48,295,"Lipscomb County, TX",Oct-19,"1,636     ","1,595     ",41     ,2.5
CN4829700000000,48,297,"Live Oak County, TX",Oct-19,"5,670     ","5,508     ",162     ,2.9
CN4829900000000,48,299,"Llano County, TX",Oct-19,"8,731     ","8,456     ",275     ,3.1
CN4830100000000,48,301,"Loving County, TX",Oct-19,640     ,636     ,4     ,0.6
CN4830300000000,48,303,"Lubbock County, TX",Oct-19,"158,917     ","154,691     ","4,226     ",2.7
CN4830500000000,48,305,"Lynn County, TX",Oct-19,"2,826     ","2,746     ",80     ,2.8
CN4830700000000,48,307,"McCulloch County, TX",Oct-19,"3,387     ","3,217     ",170     ,5.0
CN4830900000000,48,309,"McLennan County, TX",Oct-19,"119,784     ","116,007     ","3,777     ",3.2
CN4831100000000,48,311,"McMullen County, TX",Oct-19,898     ,884     ,14     ,1.6
CN4831300000000,48,313,"Madison County, TX",Oct-19,"4,580     ","4,397     ",183     ,4.0
CN4831500000000,48,315,"Marion County, TX",Oct-19,"4,257     ","4,084     ",173     ,4.1
CN4831700000000,48,317,"Martin County, TX",Oct-19,"2,935     ","2,850     ",85     ,2.9
CN4831900000000,48,319,"Mason County, TX",Oct-19,"1,767     ","1,716     ",51     ,2.9
CN4832100000000,48,321,"Matagorda County, TX",Oct-19,"16,993     ","16,111     ",882     ,5.2
CN4832300000000,48,323,"Maverick County, TX",Oct-19,"23,629     ","22,094     ","1,535     ",6.5
CN4832500000000,48,325,"Medina County, TX",Oct-19,"22,129     ","21,471     ",658     ,3.0
CN4832700000000,48,327,"Menard County, TX",Oct-19,881     ,853     ,28     ,3.2
CN4832900000000,48,329,"Midland County, TX",Oct-19,"108,074     ","105,850     ","2,224     ",2.1
CN4833100000000,48,331,"Milam County, TX",Oct-19,"9,799     ","9,376     ",423     ,4.3
CN4833300000000,48,333,"Mills County, TX",Oct-19,"1,938     ","1,884     ",54     ,2.8
CN4833500000000,48,335,"Mitchell County, TX",Oct-19,"2,349     ","2,269     ",80     ,3.4
CN4833700000000,48,337,"Montague County, TX",Oct-19,"9,429     ","9,169     ",260     ,2.8
CN4833900000000,48,339,"Montgomery County, TX",Oct-19,"285,848     ","276,470     ","9,378     ",3.3
CN4834100000000,48,341,"Moore County, TX",Oct-19,"10,954     ","10,714     ",240     ,2.2
CN4834300000000,48,343,"Morris County, TX",Oct-19,"4,820     ","4,574     ",246     ,5.1
CN4834500000000,48,345,"Motley County, TX",Oct-19,490     ,476     ,14     ,2.9
CN4834700000000,48,347,"Nacogdoches County, TX",Oct-19,"28,277     ","27,262     ","1,015     ",3.6
CN4834900000000,48,349,"Navarro County, TX",Oct-19,"24,619     ","23,903     ",716     ,2.9
CN4835100000000,48,351,"Newton County, TX",Oct-19,"5,206     ","4,912     ",294     ,5.6
CN4835300000000,48,353,"Nolan County, TX",Oct-19,"7,279     ","7,079     ",200     ,2.7
CN4835500000000,48,355,"Nueces County, TX",Oct-19,"167,773     ","161,388     ","6,385     ",3.8
CN4835700000000,48,357,"Ochiltree County, TX",Oct-19,"4,353     ","4,242     ",111     ,2.5
CN4835900000000,48,359,"Oldham County, TX",Oct-19,929     ,906     ,23     ,2.5
CN4836100000000,48,361,"Orange County, TX",Oct-19,"36,536     ","34,809     ","1,727     ",4.7
CN4836300000000,48,363,"Palo Pinto County, TX",Oct-19,"13,605     ","13,209     ",396     ,2.9
CN4836500000000,48,365,"Panola County, TX",Oct-19,"10,112     ","9,712     ",400     ,4.0
CN4836700000000,48,367,"Parker County, TX",Oct-19,"67,925     ","66,018     ","1,907     ",2.8
CN4836900000000,48,369,"Parmer County, TX",Oct-19,"4,953     ","4,849     ",104     ,2.1
CN4837100000000,48,371,"Pecos County, TX",Oct-19,"6,361     ","6,151     ",210     ,3.3
CN4837300000000,48,373,"Polk County, TX",Oct-19,"18,141     ","17,330     ",811     ,4.5
CN4837500000000,48,375,"Potter County, TX",Oct-19,"55,466     ","54,003     ","1,463     ",2.6
CN4837700000000,48,377,"Presidio County, TX",Oct-19,"3,141     ","2,938     ",203     ,6.5
